Primary_Category_Alt,Name,price_range_description,Price,Discount,Description,upload_date_time,Status,Inventory_Level,Reorder_Point,Lead_Time_Days,Supplier,Last_Restock_Date,Discount_Percentage,Total_Revenue,Demand,date,week,lag_1,rolling_mean
Shoes,Jeans,Low,6.684587599,5.705664924,Jeans in Shoes category,07:21.9,Out of Stock,138,49,1,Supplier_6,07:21.9,5.705664924,869.8398653,138,12/8/2022,49,215,0
Kids,Sneakers,Premium,395.06228,48.07727575,Sneakers in Kids category,07:21.9,Out of Stock,112,90,26,Supplier_2,07:21.9,48.07727575,22974.23501,112,11/26/2022,47,103,124.25
Home,Dress,Medium,30.51568292,45.94641233,Dress in Home category,07:21.9,Available,161,21,15,Supplier_5,07:21.9,45.94641233,1022.678928,62,3/5/2023,9,16,0
Shoes,Sneakers,Premium,205.8159653,46.31688878,Sneakers in Shoes category,07:21.9,Out of Stock,358,20,9,Supplier_1,07:21.9,46.31688878,16020.81997,145,8/25/2022,34,164,0
Women,Shirt,Medium,92.54077757,24.47316492,Shirt in Women category,07:21.9,Out of Stock,366,21,10,Supplier_4,07:21.9,24.47316492,3075.2973,44,9/17/2023,37,219,0
Shoes,Jeans,Medium,85.06012915,32.57509429,Jeans in Shoes category,07:21.9,Available,7,70,5,Supplier_1,07:21.9,32.57509429,229.4068475,4,3/18/2021,11,153,0
Kids,Dress,Premium,263.1368175,22.07830226,Dress in Kids category,07:21.9,Available,237,26,14,Supplier_10,07:21.9,22.07830226,7996.586346,39,5/24/2023,21,17,0
Accessories,Bags,Medium,95.17205395,5.65020935,Bags in Accessories category,07:21.9,Available,306,97,8,Supplier_9,07:21.9,5.65020935,7093.776059,79,9/16/2022,37,215,0
Shoes,Shirt,Premium,459.241924,20.62590961,Shirt in Shoes category,07:21.9,Available,397,64,5,Supplier_10,07:21.9,20.62590961,122478.4175,336,2/9/2022,6,167,0
Women,Bags,High,121.8841478,26.25774469,Bags in Women category,07:21.9,Out of Stock,296,13,9,Supplier_5,07:21.9,26.25774469,22200.3895,247,6/12/2021,23,84,118
Women,Bags,Premium,237.9623969,7.633126784,Bags in Women category,07:21.9,Available,362,88,28,Supplier_7,07:21.9,7.633126784,79567.03,362,8/12/2023,32,0,0
Accessories,Shirt,Premium,399.8723623,5.206629615,Shirt in Accessories category,07:21.9,Out of Stock,204,68,14,Supplier_10,07:21.9,5.206629615,77326.70785,204,9/5/2023,36,304,244
Home,Sneakers,High,106.54452,9.384527877,Sneakers in Home category,07:21.9,Available,370,16,7,Supplier_10,07:21.9,9.384527877,24715.72986,256,7/13/2022,28,224,165.75
Home,Bags,Medium,55.60055965,31.85237469,Bags in Home category,07:21.9,Out of Stock,4,82,14,Supplier_7,07:21.9,31.85237469,151.5618442,4,9/16/2024,38,324,0
Men,Dress,Medium,50.05969631,43.71777245,Dress in Men category,07:21.9,Available,173,61,17,Supplier_7,07:21.9,43.71777245,1605.958595,57,8/9/2024,32,72,109.5
Shoes,Sneakers,High,146.9769953,37.62359595,Sneakers in Shoes category,07:21.9,Available,172,91,15,Supplier_6,07:21.9,37.62359595,14485.27638,158,12/16/2020,51,0,0
Shoes,Shirt,High,175.4960743,36.84169513,Shirt in Shoes category,07:21.9,Available,394,43,18,Supplier_2,07:21.9,36.84169513,4766.134864,43,12/29/2023,52,194,103.5
Kids,Shirt,Medium,70.92436549,23.01303497,Shirt in Kids category,07:21.9,Out of Stock,83,73,18,Supplier_5,07:21.9,23.01303497,4532.008866,83,11/30/2022,48,0,0
Kids,Dress,High,105.546346,29.02653547,Dress in Kids category,07:21.9,Available,385,77,10,Supplier_10,07:21.9,29.02653547,28840.3109,385,6/14/2023,24,26,226.5
Shoes,Bags,Low,12.99283176,16.6325683,Bags in Shoes category,07:21.9,Available,491,47,19,Supplier_5,07:21.9,16.6325683,2707.947537,250,7/14/2021,28,119,0
Accessories,Bags,High,114.5065621,11.46921018,Bags in Accessories category,07:21.9,Available,226,89,25,Supplier_10,07:21.9,11.46921018,22910.42542,226,8/22/2021,33,0,0
Kids,Jeans,Premium,477.0648101,40.30306133,Jeans in Kids category,07:21.9,Available,357,70,13,Supplier_3,07:21.9,40.30306133,46421.2732,163,3/3/2023,9,112,103.5
Men,Bags,Premium,244.6929638,24.53454405,Bags in Men category,07:21.9,Out of Stock,226,27,27,Supplier_2,07:21.9,24.53454405,2769.879912,15,9/10/2023,36,238,0
Accessories,Bags,Medium,85.20390496,42.92398178,Bags in Accessories category,07:21.9,Out of Stock,195,58,24,Supplier_6,07:21.9,42.92398178,9483.044282,195,8/19/2023,33,203,189.25
Men,Jacket,Premium,495.1131132,22.92676167,Jacket in Men category,07:21.9,Available,113,60,14,Supplier_8,07:21.9,22.92676167,43120.7672,113,1/14/2022,2,178,77.5
Accessories,Jacket,Medium,59.70407961,27.53025569,Jacket in Accessories category,07:21.9,Available,312,85,11,Supplier_3,07:21.9,27.53025569,13499.42688,312,1/8/2024,2,271,0
Kids,Dress,Premium,420.192267,48.12871399,Dress in Kids category,07:21.9,Available,384,34,6,Supplier_4,07:21.9,48.12871399,30732.2377,141,12/6/2022,49,42,76.5
Women,Dress,Low,16.05219271,29.95817413,Dress in Women category,07:21.9,Out of Stock,310,64,14,Supplier_4,07:21.9,29.95817413,3485.407149,310,7/17/2023,29,244,0
Shoes,Sneakers,Medium,77.65421813,10.72977742,Sneakers in Shoes category,07:21.9,Available,143,22,28,Supplier_6,07:21.9,10.72977742,9913.059351,143,8/22/2024,34,82,0
Kids,Jacket,Low,8.960197431,49.39768814,Jacket in Kids category,07:21.9,Out of Stock,114,18,8,Supplier_4,07:21.9,49.39768814,45.34067047,10,9/9/2024,37,302,0
Men,Dress,High,154.4123799,30.42846985,Dress in Men category,07:21.9,Available,138,69,10,Supplier_1,07:21.9,30.42846985,13535.80899,126,4/13/2022,15,156,0
Shoes,Jacket,High,108.8811429,20.71232551,Jacket in Shoes category,07:21.9,Available,378,85,28,Supplier_7,07:21.9,20.71232551,10273.18981,119,5/28/2022,21,103,0
Women,Sneakers,Premium,313.8264459,29.35021928,Sneakers in Women category,07:21.9,Available,137,17,2,Supplier_10,07:21.9,29.35021928,30375.32433,137,7/25/2023,30,171,0
Accessories,Bags,Low,21.61968341,46.056489,Bags in Accessories category,07:21.9,Out of Stock,194,75,19,Supplier_3,07:21.9,46.056489,373.1973216,32,1/20/2022,3,73,146.5
Kids,Shirt,Medium,79.63949104,18.73215702,Shirt in Kids category,07:21.9,Out of Stock,305,36,2,Supplier_4,07:21.9,18.73215702,3559.671309,55,9/17/2022,37,220,0
Accessories,Bags,Medium,55.7165965,46.67537056,Bags in Accessories category,07:21.9,Out of Stock,149,98,9,Supplier_8,07:21.9,46.67537056,4426.889624,149,4/1/2021,13,0,0
Home,Jacket,Medium,39.38272267,27.36603643,Jacket in Home category,07:21.9,Out of Stock,201,100,3,Supplier_7,07:21.9,27.36603643,5749.651719,201,4/17/2024,16,144,0
Home,Dress,Premium,235.8300258,18.92936909,Dress in Home category,07:21.9,Available,401,30,11,Supplier_9,07:21.9,18.92936909,53532.88915,280,8/14/2024,33,10,0
Women,Jeans,Premium,213.9092301,16.62651529,Jeans in Women category,07:21.9,Out of Stock,123,38,25,Supplier_8,07:21.9,16.62651529,9630.553277,54,2/28/2023,9,0,0
Women,Shirt,Low,11.59360874,10.84384751,Shirt in Women category,07:21.9,Out of Stock,435,38,22,Supplier_10,07:21.9,10.84384751,2015.60102,195,3/26/2021,12,172,0
Kids,Dress,Low,7.548058915,40.18395406,Dress in Kids category,07:21.9,Available,355,23,7,Supplier_9,07:21.9,40.18395406,799.1462187,177,12/28/2021,52,240,0
Shoes,Shirt,High,147.7222323,17.23966593,Shirt in Shoes category,07:21.9,Out of Stock,18,71,28,Supplier_7,07:21.9,17.23966593,1956.086607,16,2/20/2023,8,0,0
Men,Sneakers,High,141.7145731,14.37875801,Sneakers in Men category,07:21.9,Available,204,47,19,Supplier_1,07:21.9,14.37875801,24752.90663,204,5/15/2023,20,164,0
Women,Jacket,Low,14.42689263,35.13253079,Jacket in Women category,07:21.9,Out of Stock,362,88,28,Supplier_5,07:21.9,35.13253079,411.7678459,44,4/27/2022,17,39,0
Men,Sneakers,Premium,396.5862903,13.7589528,Sneakers in Men category,07:21.9,Out of Stock,221,16,2,Supplier_8,07:21.9,13.7589528,56433.32803,165,2/20/2023,8,82,0
Shoes,Dress,Medium,82.29396113,36.68744807,Dress in Shoes category,07:21.9,Available,115,35,4,Supplier_8,07:21.9,36.68744807,885.7409168,17,10/9/2022,40,294,109.75
Home,Sneakers,High,156.3795233,44.95662137,Sneakers in Home category,07:21.9,Out of Stock,275,14,4,Supplier_2,07:21.9,44.95662137,2840.526913,33,10/13/2021,41,249,91
Kids,Jacket,Medium,53.21351752,39.7574438,Jacket in Kids category,07:21.9,Out of Stock,196,35,28,Supplier_5,07:21.9,39.7574438,6283.207907,196,3/30/2024,13,82,0
Kids,Dress,Low,5.605123966,41.41895768,Dress in Kids category,07:21.9,Out of Stock,213,89,19,Supplier_3,07:21.9,41.41895768,174.0276222,53,3/17/2021,11,27,128
Shoes,Jeans,Low,5.056590654,22.78174423,Jeans in Shoes category,07:21.9,Available,370,86,14,Supplier_8,07:21.9,22.78174423,1190.906387,305,5/7/2021,18,148,0
Home,Shirt,Low,13.69106304,19.38084536,Shirt in Home category,07:21.9,Available,430,73,29,Supplier_5,07:21.9,19.38084536,529.8057257,48,6/21/2023,25,9,137.25
Men,Shirt,Medium,65.68994575,5.859018402,Shirt in Men category,07:21.9,Out of Stock,433,19,30,Supplier_2,07:21.9,5.859018402,20036.53576,324,6/20/2023,25,0,0
Home,Jacket,Low,7.330460085,37.81865745,Jacket in Home category,07:21.9,Out of Stock,188,33,15,Supplier_2,07:21.9,37.81865745,141.3035334,31,4/21/2021,16,0,0
Shoes,Jeans,Low,10.19440335,22.6754395,Jeans in Shoes category,07:21.9,Out of Stock,282,34,28,Supplier_3,07:21.9,22.6754395,969.5816428,123,6/19/2021,24,92,0
Shoes,Jeans,High,151.6367259,15.74655524,Jeans in Shoes category,07:21.9,Out of Stock,243,23,20,Supplier_3,07:21.9,15.74655524,31045.47712,243,7/2/2023,26,141,156.75
Kids,Sneakers,Premium,225.0878785,11.97228908,Sneakers in Kids category,07:21.9,Out of Stock,410,43,22,Supplier_9,07:21.9,11.97228908,44977.7135,227,3/25/2021,12,28,0
Kids,Jacket,Medium,73.16384875,20.43314104,Jacket in Kids category,07:21.9,Out of Stock,121,50,28,Supplier_4,07:21.9,20.43314104,7043.915338,121,12/2/2023,48,254,171.5
Shoes,Jeans,Low,14.52313234,33.13437464,Jeans in Shoes category,07:21.9,Out of Stock,18,97,18,Supplier_10,07:21.9,33.13437464,29.13294979,3,11/8/2020,45,116,114.5
Kids,Jeans,Medium,84.8938549,17.17586576,Jeans in Kids category,07:21.9,Available,130,54,6,Supplier_4,07:21.9,17.17586576,5976.571029,85,11/19/2022,46,0,0
Shoes,Jeans,High,122.5751361,9.88656834,Jeans in Shoes category,07:21.9,Out of Stock,224,93,27,Supplier_8,07:21.9,9.88656834,6627.399688,60,11/18/2023,46,0,0
Accessories,Shirt,High,176.7050074,34.32237951,Shirt in Accessories category,07:21.9,Out of Stock,159,26,26,Supplier_2,07:21.9,34.32237951,18452.84742,159,12/2/2020,49,124,141.25
Men,Dress,Medium,80.72107903,12.90565363,Dress in Men category,07:21.9,Available,360,46,20,Supplier_3,07:21.9,12.90565363,4569.727251,65,7/19/2021,29,224,0
Shoes,Bags,Premium,275.4436447,31.6865787,Bags in Shoes category,07:21.9,Out of Stock,204,82,6,Supplier_10,07:21.9,31.6865787,7338.434121,39,1/21/2023,3,266,139.75
Home,Sneakers,Low,29.25945664,44.17193123,Sneakers in Home category,07:21.9,Available,111,59,4,Supplier_5,07:21.9,44.17193123,1813.183842,111,12/28/2021,52,263,156
Men,Dress,Premium,280.6796133,47.02174717,Dress in Men category,07:21.9,Out of Stock,336,40,26,Supplier_8,07:21.9,47.02174717,36728.69132,247,2/16/2022,7,50,0
Shoes,Jacket,High,114.4989849,25.8864215,Jacket in Shoes category,07:21.9,Out of Stock,193,25,5,Supplier_7,07:21.9,25.8864215,3564.090392,42,9/7/2024,36,31,87.25
Kids,Dress,Premium,230.8277904,31.82135915,Dress in Kids category,07:21.9,Out of Stock,474,13,21,Supplier_1,07:21.9,31.82135915,16996.52702,108,9/23/2021,38,218,0
Men,Bags,Premium,474.8309767,33.92475123,Bags in Men category,07:21.9,Available,355,53,23,Supplier_10,07:21.9,33.92475123,13491.06721,43,11/25/2021,47,8,138
Women,Shirt,Medium,48.64860499,21.96962412,Shirt in Women category,07:21.9,Out of Stock,498,81,19,Supplier_7,07:21.9,21.96962412,5770.024779,152,3/1/2024,9,51,112
Kids,Sneakers,High,122.325096,15.15885514,Sneakers in Kids category,07:21.9,Available,328,57,20,Supplier_1,07:21.9,15.15885514,34040.49992,328,1/25/2024,4,202,0
Home,Sneakers,Premium,356.6360925,10.50341488,Sneakers in Home category,07:21.9,Available,52,94,8,Supplier_7,07:21.9,10.50341488,7660.250979,24,9/22/2022,38,242,0
Home,Sneakers,Medium,66.01927023,15.80876564,Sneakers in Home category,07:21.9,Out of Stock,357,34,10,Supplier_1,07:21.9,15.80876564,2890.286803,52,11/21/2023,47,37,115.25
Accessories,Jeans,Premium,245.9251606,24.07875018,Jeans in Accessories category,07:21.9,Available,75,60,5,Supplier_10,07:21.9,24.07875018,14003.20917,75,4/6/2022,14,123,112
Accessories,Shirt,Medium,73.05580076,46.20927898,Shirt in Accessories category,07:21.9,Available,404,93,8,Supplier_10,07:21.9,46.20927898,2161.348309,55,12/12/2023,50,235,0
Accessories,Jacket,High,103.2028122,37.07477696,Jacket in Accessories category,07:21.9,Out of Stock,59,55,1,Supplier_7,07:21.9,37.07477696,909.1683967,14,8/22/2021,33,166,80
Kids,Dress,Premium,399.2832512,30.3278482,Dress in Kids category,07:21.9,Out of Stock,354,65,6,Supplier_9,07:21.9,30.3278482,47292.16959,170,5/24/2024,21,138,0
Kids,Bags,Medium,58.33817502,22.876161,Bags in Kids category,07:21.9,Available,400,72,30,Supplier_1,07:21.9,22.876161,15297.49766,340,9/12/2021,36,216,0
Men,Shirt,High,130.2146966,14.95463492,Shirt in Men category,07:21.9,Available,262,70,12,Supplier_2,07:21.9,14.95463492,29014.28979,262,4/11/2023,15,87,0
Accessories,Jacket,High,140.0952291,22.71679276,Jacket in Accessories category,07:21.9,Available,222,55,30,Supplier_3,07:21.9,22.71679276,8553.336811,79,8/17/2024,33,307,112.25
Home,Jacket,Medium,94.5391498,42.01780776,Jacket in Home category,07:21.9,Available,93,80,8,Supplier_4,07:21.9,42.01780776,5097.876057,93,3/5/2024,10,44,0
Accessories,Jacket,High,197.3385044,39.7256793,Jacket in Accessories category,07:21.9,Available,330,16,18,Supplier_5,07:21.9,39.7256793,1546.277759,13,7/13/2021,28,68,57
Home,Jeans,High,156.1592153,43.61637452,Jeans in Home category,07:21.9,Available,85,94,3,Supplier_7,07:21.9,43.61637452,704.3858169,8,4/15/2023,15,11,0
Shoes,Jacket,Medium,59.61474126,6.6111093,Jacket in Shoes category,07:21.9,Available,231,32,27,Supplier_4,07:21.9,6.6111093,3451.759825,62,2/17/2023,7,212,157.75
Accessories,Jacket,Medium,72.72897343,35.73159056,Jacket in Accessories category,07:21.9,Available,127,54,27,Supplier_6,07:21.9,35.73159056,5936.202812,127,7/16/2021,28,13,0
Accessories,Jeans,Medium,70.76068036,46.33563485,Jeans in Accessories category,07:21.9,Out of Stock,91,89,27,Supplier_1,07:21.9,46.33563485,2582.182353,68,5/3/2021,18,172,0
Men,Sneakers,Medium,30.51360035,13.20690741,Sneakers in Men category,07:21.9,Out of Stock,495,22,6,Supplier_1,07:21.9,13.20690741,4925.967717,186,2/19/2024,8,0,0
Home,Jacket,Premium,274.5504748,17.40737282,Jacket in Home category,07:21.9,Available,148,81,5,Supplier_2,07:21.9,17.40737282,33560.25061,148,7/23/2024,30,0,0
Accessories,Shirt,Medium,53.87962427,28.98337302,Shirt in Accessories category,07:21.9,Out of Stock,76,86,30,Supplier_5,07:21.9,28.98337302,880.060311,23,10/25/2022,43,62,0
Accessories,Bags,Medium,38.25981339,44.14386784,Bags in Accessories category,07:21.9,Available,29,91,30,Supplier_1,07:21.9,44.14386784,619.743106,29,6/21/2022,25,12,55.5
Women,Jeans,High,135.6692598,26.07614383,Jeans in Women category,07:21.9,Available,349,10,21,Supplier_7,07:21.9,26.07614383,35001.89002,349,8/3/2023,31,265,0
Shoes,Jeans,Premium,288.6926291,7.573502226,Jeans in Shoes category,07:21.9,Out of Stock,35,73,28,Supplier_4,07:21.9,7.573502226,2134.627891,8,7/7/2021,27,31,56.25
Accessories,Dress,Low,16.44398713,6.11626344,Dress in Accessories category,07:21.9,Available,407,36,5,Supplier_2,07:21.9,6.11626344,6005.471296,389,12/26/2023,52,42,119.75
Accessories,Shirt,Low,10.80443931,37.56805856,Shirt in Accessories category,07:21.9,Out of Stock,200,85,10,Supplier_8,07:21.9,37.56805856,94.43589712,14,8/13/2024,33,15,61.5
Men,Jeans,Low,23.88080914,30.75882647,Jeans in Men category,07:21.9,Available,356,59,5,Supplier_6,07:21.9,30.75882647,3720.454312,225,2/13/2021,6,105,149.5
Shoes,Sneakers,Medium,63.77897549,37.38914654,Sneakers in Shoes category,07:21.9,Available,309,57,5,Supplier_2,07:21.9,37.38914654,10342.53327,259,9/20/2023,38,333,201
Home,Jacket,Premium,328.7363546,29.51459191,Jacket in Home category,07:21.9,Available,386,86,23,Supplier_9,07:21.9,29.51459191,89440.50818,386,2/11/2023,6,0,0
Home,Bags,Low,8.444137385,21.80747319,Bags in Home category,07:21.9,Available,302,60,6,Supplier_1,07:21.9,21.80747319,719.6925983,109,7/1/2022,26,74,0
Kids,Sneakers,Low,19.00084164,27.04677539,Sneakers in Kids category,07:21.9,Available,56,49,28,Supplier_5,07:21.9,27.04677539,776.2566939,56,11/20/2020,47,297,0
Home,Dress,Premium,307.5373051,11.3443826,Dress in Home category,07:21.9,Out of Stock,90,27,5,Supplier_6,07:21.9,11.3443826,24538.41869,90,6/1/2024,22,17,0
Home,Shirt,Medium,50.27097922,5.923302914,Shirt in Home category,07:21.9,Available,55,43,2,Supplier_7,07:21.9,5.923302914,2601.130226,55,12/19/2023,51,217,0
Home,Jacket,Medium,93.30394664,27.14318389,Jacket in Home category,07:21.9,Out of Stock,300,24,23,Supplier_2,07:21.9,27.14318389,20393.48545,300,2/5/2023,5,0,0
Home,Sneakers,Low,17.96071248,38.33629677,Sneakers in Home category,07:21.9,Out of Stock,298,57,3,Supplier_8,07:21.9,38.33629677,1428.706017,129,5/4/2022,18,59,0
Home,Jeans,Premium,256.2197598,40.45266858,Jeans in Home category,07:21.9,Out of Stock,225,72,12,Supplier_2,07:21.9,40.45266858,29141.25765,191,1/14/2022,2,30,104
Kids,Sneakers,Premium,210.3754078,16.7650159,Sneakers in Kids category,07:21.9,Out of Stock,431,88,5,Supplier_3,07:21.9,16.7650159,17160.38185,98,12/28/2023,52,327,0
Accessories,Sneakers,Low,13.81854117,45.16408436,Sneakers in Accessories category,07:21.9,Available,495,54,2,Supplier_7,07:21.9,45.16408436,1098.740919,145,9/9/2022,36,22,0
Accessories,Jacket,Low,15.98580346,30.37008391,Jacket in Accessories category,07:21.9,Out of Stock,247,82,12,Supplier_7,07:21.9,30.37008391,2749.332679,247,5/28/2023,21,383,0
Women,Jacket,Premium,210.4625983,8.912495565,Jacket in Women category,07:21.9,Available,281,14,12,Supplier_10,07:21.9,8.912495565,53869.14112,281,7/3/2023,27,207,130.25
Men,Dress,Premium,349.2298286,45.10626063,Dress in Men category,07:21.9,Available,70,60,14,Supplier_4,07:21.9,45.10626063,12077.43465,63,9/1/2024,35,107,0
Home,Jeans,Premium,251.2456366,39.33456288,Jeans in Home category,07:21.9,Out of Stock,206,37,15,Supplier_6,07:21.9,39.33456288,5029.835702,33,4/1/2024,14,263,0
Shoes,Bags,Low,10.72803971,15.78124564,Bags in Shoes category,07:21.9,Available,491,21,6,Supplier_7,07:21.9,15.78124564,957.7122693,106,10/11/2022,41,26,66.25
Home,Jeans,High,122.364576,46.50351124,Jeans in Home category,07:21.9,Out of Stock,125,28,11,Supplier_3,07:21.9,46.50351124,3862.184347,59,5/29/2024,22,59,0
Kids,Sneakers,High,160.3810925,18.42678727,Sneakers in Kids category,07:21.9,Available,14,26,26,Supplier_7,07:21.9,18.42678727,1831.592136,14,1/24/2022,4,28,0
Women,Bags,High,176.4886291,5.551763897,Bags in Women category,07:21.9,Out of Stock,256,22,30,Supplier_8,07:21.9,5.551763897,6667.615886,40,3/10/2023,10,125,123.25
Home,Bags,High,153.6266001,24.70385238,Bags in Home category,07:21.9,Available,347,67,22,Supplier_1,07:21.9,24.70385238,33083.02472,286,10/19/2023,42,164,0
Home,Jacket,Low,12.2693626,11.63575196,Jacket in Home category,07:21.9,Out of Stock,334,75,11,Supplier_7,07:21.9,11.63575196,2645.38212,244,1/31/2023,5,0,0
Shoes,Jacket,Premium,248.6814041,13.53281758,Jacket in Shoes category,07:21.9,Available,28,70,7,Supplier_8,07:21.9,13.53281758,5805.75069,27,7/31/2024,31,284,0
Men,Dress,High,134.2770696,15.09646045,Dress in Men category,07:21.9,Out of Stock,41,87,1,Supplier_9,07:21.9,15.09646045,342.0179548,3,12/2/2022,48,134,0
Kids,Shirt,Premium,445.2016848,5.595865179,Shirt in Kids category,07:21.9,Out of Stock,464,18,1,Supplier_8,07:21.9,5.595865179,166014.0755,395,11/8/2022,45,0,0
Kids,Dress,Medium,55.99733462,17.97125419,Dress in Kids category,07:21.9,Available,380,88,5,Supplier_5,07:21.9,17.97125419,5144.598063,112,7/31/2023,31,85,0
Accessories,Jeans,Low,7.649461785,24.91138175,Jeans in Accessories category,07:21.9,Out of Stock,425,51,13,Supplier_8,07:21.9,24.91138175,1332.579037,232,10/5/2023,40,102,173.25
Shoes,Shirt,Premium,295.3799462,17.24969624,Shirt in Shoes category,07:21.9,Out of Stock,349,59,24,Supplier_6,07:21.9,17.24969624,3177.561435,13,1/19/2022,3,136,54.75
Women,Shirt,Premium,273.0881169,16.2277098,Shirt in Women category,07:21.9,Available,499,84,28,Supplier_10,07:21.9,16.2277098,72749.55,318,9/20/2022,38,0,0
Men,Dress,High,169.0917694,19.08467154,Dress in Men category,07:21.9,Available,271,94,21,Supplier_6,07:21.9,19.08467154,29963.83417,219,10/5/2020,41,127,0
Women,Sneakers,Premium,248.3635182,48.35120736,Sneakers in Women category,07:21.9,Out of Stock,234,71,21,Supplier_4,07:21.9,48.35120736,18856.6835,147,9/28/2022,39,337,182.75
Women,Jeans,Low,14.26579192,20.57349189,Jeans in Women category,07:21.9,Out of Stock,446,99,15,Supplier_5,07:21.9,20.57349189,2912.020836,257,1/6/2021,1,38,0
Accessories,Shirt,Low,27.10354504,11.36671487,Shirt in Accessories category,07:21.9,Out of Stock,351,62,8,Supplier_10,07:21.9,11.36671487,4732.484185,197,4/20/2023,16,26,0
Men,Jacket,Medium,68.45078602,41.25423764,Jacket in Men category,07:21.9,Available,120,46,22,Supplier_2,07:21.9,41.25423764,2694.199718,67,4/14/2023,15,315,0
Kids,Jeans,Premium,478.1455368,49.47559733,Jeans in Kids category,07:21.9,Available,54,94,10,Supplier_8,07:21.9,49.47559733,9421.626878,39,1/11/2024,2,0,0
Kids,Sneakers,Low,7.801329161,42.40637753,Sneakers in Kids category,07:21.9,Out of Stock,207,18,16,Supplier_9,07:21.9,42.40637753,930.0650893,207,12/8/2020,50,27,0
Shoes,Sneakers,Premium,358.3416922,34.71316586,Sneakers in Shoes category,07:21.9,Out of Stock,125,13,18,Supplier_5,07:21.9,34.71316586,26202.39398,112,1/14/2023,2,244,116.25
Home,Dress,High,187.0457709,22.66673869,Dress in Home category,07:21.9,Out of Stock,406,74,19,Supplier_3,07:21.9,22.66673869,22420.53219,155,9/7/2021,36,81,0
Kids,Bags,Premium,423.2238572,10.35009746,Bags in Kids category,07:21.9,Available,217,48,14,Supplier_9,07:21.9,10.35009746,39839.07642,105,4/15/2021,15,178,108.25
Women,Shirt,Premium,472.8164472,32.91811738,Shirt in Women category,07:21.9,Available,172,60,10,Supplier_3,07:21.9,32.91811738,34889.15915,110,6/13/2021,23,239,135.75
Accessories,Bags,High,126.7687132,15.73870827,Bags in Accessories category,07:21.9,Out of Stock,234,50,12,Supplier_7,07:21.9,15.73870827,17304.34674,162,6/21/2023,25,316,0
Men,Sneakers,Low,25.56826658,13.48007117,Sneakers in Men category,07:21.9,Out of Stock,353,67,7,Supplier_5,07:21.9,13.48007117,5972.844433,270,10/12/2020,42,94,0
Home,Sneakers,Medium,81.70514719,22.78641478,Sneakers in Home category,07:21.9,Available,6,10,30,Supplier_4,07:21.9,22.78641478,378.5248407,6,2/13/2021,6,47,80.75
Accessories,Jeans,Medium,37.77196843,25.98876659,Jeans in Accessories category,07:21.9,Available,140,32,18,Supplier_9,07:21.9,25.98876659,3913.76996,140,1/22/2023,3,288,147.25
Women,Dress,High,188.4504035,44.6201431,Dress in Women category,07:21.9,Out of Stock,395,91,27,Supplier_1,07:21.9,44.6201431,1774.180584,17,4/15/2024,16,173,63.75
Women,Shirt,Medium,66.48316371,29.18173617,Shirt in Women category,07:21.9,Out of Stock,49,14,15,Supplier_7,07:21.9,29.18173617,2307.028892,49,4/30/2023,17,80,0
Home,Sneakers,Low,17.38108198,6.95785222,Sneakers in Home category,07:21.9,Out of Stock,247,11,24,Supplier_8,07:21.9,6.95785222,3994.417799,247,9/8/2021,36,151,0
Men,Dress,High,158.3485911,23.83073301,Dress in Men category,07:21.9,Available,46,44,20,Supplier_1,07:21.9,23.83073301,5548.196212,46,6/4/2024,23,291,0
Home,Dress,High,197.0058285,22.3898137,Dress in Home category,07:21.9,Available,233,29,8,Supplier_5,07:21.9,22.3898137,35624.90559,233,8/12/2024,33,29,176.25
Kids,Dress,High,133.2653302,15.01287815,Dress in Kids category,07:21.9,Out of Stock,424,97,29,Supplier_2,07:21.9,15.01287815,8381.119276,74,4/8/2021,14,213,122.5
Men,Dress,High,188.2093673,31.83231093,Dress in Men category,07:21.9,Out of Stock,196,12,22,Supplier_1,07:21.9,31.83231093,19372.99443,151,6/5/2022,22,127,152.75
Home,Dress,Premium,211.0791159,43.97402557,Dress in Home category,07:21.9,Available,389,46,7,Supplier_9,07:21.9,43.97402557,28736.96895,243,3/1/2023,9,147,0
Women,Dress,High,115.1274272,9.648637558,Dress in Women category,07:21.9,Out of Stock,404,66,24,Supplier_3,07:21.9,9.648637558,15394.84145,148,11/29/2022,48,0,0
Kids,Jacket,High,124.0014627,34.90046886,Jacket in Kids category,07:21.9,Out of Stock,34,87,21,Supplier_8,07:21.9,34.90046886,2744.628608,34,10/13/2020,42,0,0
Women,Jacket,High,133.6430789,33.06025836,Jacket in Women category,07:21.9,Out of Stock,20,30,26,Supplier_9,07:21.9,33.06025836,1789.206635,20,5/14/2024,20,247,0
Home,Jeans,High,174.3942919,48.36119391,Jeans in Home category,07:21.9,Available,432,71,24,Supplier_4,07:21.9,48.36119391,7114.355286,79,8/1/2021,30,279,158.5
Men,Jacket,Premium,405.0649726,30.23718277,Jacket in Men category,07:21.9,Available,493,64,20,Supplier_6,07:21.9,30.23718277,18085.42314,64,8/23/2023,34,245,0
Women,Jacket,Medium,84.65790683,33.89931351,Jacket in Women category,07:21.9,Out of Stock,128,59,23,Supplier_3,07:21.9,33.89931351,1398.98644,25,3/11/2023,10,114,0
Accessories,Shirt,Low,7.79107324,28.31624902,Shirt in Accessories category,07:21.9,Out of Stock,294,70,4,Supplier_10,07:21.9,28.31624902,910.344167,163,7/14/2023,28,0,0
